order_item_id,order_id,product_name,quantity,unit_price_at_order
302,83,Sunflower Oil 1L,1.96,180
303,84,Peanuts (Groundnut) 500g,2.37,90
304,84,Sunflower Oil 1L,1.4,180
305,84,Groundnut Oil 1L,2.28,220
306,84,Mustard Oil 1L,2.01,200
307,85,Sunflower Oil 1L,2.08,180
308,85,Groundnut Oil 1L,1.62,220
309,85,Mustard Oil 1L,1.27,200
310,85,Pure Ghee 1L,0.36,600
311,86,Sunflower Oil 1L,1.4,180
312,86,Groundnut Oil 1L,1.56,180.48
313,86,Mustard Oil 1L,1.95,200
314,86,Pure Ghee 1L,0.71,504.8
315,87,Sunflower Oil 1L,0.9,180
316,87,Pure Ghee 1L,0.62,600
317,87,Sugar 1kg,1.39,45
318,87,Jaggery (Bella/Gud) 1kg,2.74,70
319,88,Pure Ghee 1L,0.35,600
320,88,Sugar 1kg,3.16,45
321,88,Jaggery (Bella/Gud) 1kg,3.89,70
322,88,Iodized Salt 1kg,1.3,25
323,89,Pure Ghee 1L,0.67,600
324,89,Sugar 1kg,2.84,45
325,89,Jaggery (Bella/Gud) 1kg,5.31,70
326,89,Iodized Salt 1kg,0.74,25
327,90,Sugar 1kg,1.77,52.64
328,90,Iodized Salt 1kg,2.05,25
329,90,Rock Salt (Sendha Namak) 500g,0.94,40
330,91,Iodized Salt 1kg,1.86,25
331,91,Rock Salt (Sendha Namak) 500g,1.83,40
332,92,Iodized Salt 1kg,1.59,25
333,93,Iodized Salt 1kg,0.87,25
334,94,Sona Masoori Rice 5kg,14.05,350
335,94,Basmati Rice 5kg,10.77,550
336,94,Wheat Flour (Atta) 5kg,2.24,217.2
337,94,Toor Dal 1kg,4.2,140
338,95,Wheat Flour (Atta) 5kg,5.44,250
339,95,Toor Dal 1kg,4.02,140
340,95,Moong Dal 1kg,1.45,130
341,95,Rajma (Kidney Beans) 1kg,2.1,160
342,96,Wheat Flour (Atta) 5kg,3.4,250
343,96,Moong Dal 1kg,1.37,130
344,96,Rajma (Kidney Beans) 1kg,3.12,160
345,96,Turmeric Powder 200g,1.09,60
346,97,Moong Dal 1kg,0.99,130
347,97,Rajma (Kidney Beans) 1kg,2.2,160
348,97,Turmeric Powder 200g,0.8,49.09
349,97,Garam Masala 100g,0.74,80
350,98,Moong Dal 1kg,1.08,130
351,98,Rajma (Kidney Beans) 1kg,2.8,160
352,98,Turmeric Powder 200g,0.87,60
353,98,Garam Masala 100g,0.67,80
354,99,Moong Dal 1kg,1.28,148.48
355,99,Turmeric Powder 200g,1.25,60
356,99,Garam Masala 100g,0.93,80
357,99,Biryani Masala 100g,2.89,100
358,100,Moong Dal 1kg,0.85,130
359,100,Turmeric Powder 200g,0.6,60
360,100,Garam Masala 100g,0.71,80
361,100,Almonds (Badam) 500g,0.37,450
362,101,Garam Masala 100g,1.12,80
363,101,Almonds (Badam) 500g,0.27,404.31
364,101,Cashew Nuts (Kaju) 500g,1.11,628.72
365,101,Peanuts (Groundnut) 500g,2.0,90
366,102,Almonds (Badam) 500g,0.4,450
367,102,Cashew Nuts (Kaju) 500g,0.98,550
368,102,Peanuts (Groundnut) 500g,1.73,90
369,102,Sunflower Oil 1L,2.25,180
370,103,Almonds (Badam) 500g,0.23,450
371,103,Peanuts (Groundnut) 500g,1.45,90
372,103,Sunflower Oil 1L,2.27,180
373,103,Groundnut Oil 1L,0.8,220
374,104,Almonds (Badam) 500g,0.29,450
375,104,Sunflower Oil 1L,2.34,180
376,104,Groundnut Oil 1L,1.56,220
377,104,Mustard Oil 1L,0.6,200
378,105,Almonds (Badam) 500g,0.35,450
379,105,Sunflower Oil 1L,3.03,180
380,105,Groundnut Oil 1L,1.2,220
381,105,Mustard Oil 1L,0.48,200
382,106,Groundnut Oil 1L,0.96,220
383,106,Mustard Oil 1L,0.9,200
384,106,Pure Ghee 1L,0.64,600
385,106,Sugar 1kg,1.25,45
386,107,Groundnut Oil 1L,0.88,220
387,107,Mustard Oil 1L,0.97,200
388,107,Pure Ghee 1L,0.36,600
389,107,Sugar 1kg,2.35,45
390,108,Mustard Oil 1L,1.12,200
391,108,Pure Ghee 1L,0.43,600
392,108,Sugar 1kg,1.34,45
393,108,Jaggery (Bella/Gud) 1kg,8.13,70
394,109,Mustard Oil 1L,0.69,200
395,109,Pure Ghee 1L,0.28,600
396,109,Sugar 1kg,1.82,45
397,109,Jaggery (Bella/Gud) 1kg,4.03,70
398,110,Pure Ghee 1L,0.73,600
399,110,Sugar 1kg,2.66,45
400,110,Iodized Salt 1kg,1.58,25
401,110,Rock Salt (Sendha Namak) 500g,0.44,40
402,111,Pure Ghee 1L,0.7,600
403,111,Iodized Salt 1kg,1.47,25
404,111,Rock Salt (Sendha Namak) 500g,0.9,40
405,112,Iodized Salt 1kg,1.52,25
406,112,Rock Salt (Sendha Namak) 500g,1.09,40
407,113,Iodized Salt 1kg,2.55,25
408,113,Rock Salt (Sendha Namak) 500g,0.59,40
409,114,Iodized Salt 1kg,2.04,25
410,115,Sona Masoori Rice 5kg,6.09,350
411,115,Basmati Rice 5kg,9.65,444.32
412,115,Wheat Flour (Atta) 5kg,11.12,250
413,115,Toor Dal 1kg,5.19,140
414,116,Sona Masoori Rice 5kg,3.1,350
415,116,Toor Dal 1kg,3.36,121.81
416,116,Moong Dal 1kg,2.62,130
417,116,Rajma (Kidney Beans) 1kg,1.67,160
418,117,Sona Masoori Rice 5kg,6.16,350
419,117,Moong Dal 1kg,2.4,130
420,117,Rajma (Kidney Beans) 1kg,1.28,160
421,117,Turmeric Powder 200g,5.39,60
422,118,Moong Dal 1kg,1.75,130
423,118,Rajma (Kidney Beans) 1kg,1.78,160
424,118,Garam Masala 100g,1.15,80
425,118,Biryani Masala 100g,0.36,100
426,119,Rajma (Kidney Beans) 1kg,1.05,160
427,119,Garam Masala 100g,1.52,80
428,119,Biryani Masala 100g,1.05,100
429,119,Almonds (Badam) 500g,0.46,450
430,120,Rajma (Kidney Beans) 1kg,0.99,160
431,120,Garam Masala 100g,1.4,80
432,120,Biryani Masala 100g,1.0,100
433,120,Almonds (Badam) 500g,0.63,450
434,121,Rajma (Kidney Beans) 1kg,1.78,160
435,121,Biryani Masala 100g,0.35,100
436,121,Almonds (Badam) 500g,1.01,450
437,121,Cashew Nuts (Kaju) 500g,0.77,550
438,122,Cashew Nuts (Kaju) 500g,1.2,550
439,122,Peanuts (Groundnut) 500g,0.71,90
440,122,Sunflower Oil 1L,2.39,180
441,122,Groundnut Oil 1L,1.39,220
442,123,Peanuts (Groundnut) 500g,0.68,90
443,123,Sunflower Oil 1L,2.42,180
444,123,Groundnut Oil 1L,0.73,220
445,123,Mustard Oil 1L,2.43,200
446,124,Peanuts (Groundnut) 500g,0.74,90
447,124,Sunflower Oil 1L,2.62,180
448,124,Groundnut Oil 1L,1.62,220
449,124,Mustard Oil 1L,1.03,200
450,125,Peanuts (Groundnut) 500g,0.87,90
451,125,Sunflower Oil 1L,0.92,180
452,125,Groundnut Oil 1L,0.99,220
453,125,Mustard Oil 1L,1.76,200
454,126,Peanuts (Groundnut) 500g,1.21,90
455,126,Sunflower Oil 1L,0.89,180
456,126,Groundnut Oil 1L,1.28,220
457,126,Pure Ghee 1L,1.22,600
458,127,Peanuts (Groundnut) 500g,1.01,90
459,127,Sunflower Oil 1L,1.28,180
460,127,Pure Ghee 1L,1.77,600
461,127,Sugar 1kg,1.96,45
462,128,Sugar 1kg,3.34,45
463,128,Jaggery (Bella/Gud) 1kg,12.13,70
464,128,Iodized Salt 1kg,1.73,25
465,128,Rock Salt (Sendha Namak) 500g,2.19,40
466,129,Sugar 1kg,2.74,45
467,129,Iodized Salt 1kg,2.96,25
468,130,Sugar 1kg,1.47,45
469,130,Iodized Salt 1kg,1.96,25
470,131,Iodized Salt 1kg,3.18,25
471,132,Sona Masoori Rice 5kg,16.43,350
472,132,Basmati Rice 5kg,1.53,550
473,132,Wheat Flour (Atta) 5kg,3.83,216.05
474,132,Toor Dal 1kg,1.3,140
475,133,Basmati Rice 5kg,2.07,550
476,133,Wheat Flour (Atta) 5kg,2.67,250
477,133,Toor Dal 1kg,1.08,140
478,133,Moong Dal 1kg,0.9,130
479,134,Basmati Rice 5kg,2.76,550
480,134,Wheat Flour (Atta) 5kg,4.61,250
481,134,Toor Dal 1kg,1.88,140
482,134,Moong Dal 1kg,1.89,130
483,135,Basmati Rice 5kg,3.84,550
484,135,Toor Dal 1kg,2.09,140
485,135,Moong Dal 1kg,2.27,130
486,135,Rajma (Kidney Beans) 1kg,2.37,160
487,136,Toor Dal 1kg,1.5,140
488,136,Moong Dal 1kg,2.43,130
489,136,Rajma (Kidney Beans) 1kg,2.19,160
490,136,Turmeric Powder 200g,0.51,60
491,137,Rajma (Kidney Beans) 1kg,1.25,160
492,137,Turmeric Powder 200g,0.67,60
493,137,Garam Masala 100g,1.44,80
494,137,Biryani Masala 100g,1.0,100
495,138,Rajma (Kidney Beans) 1kg,2.3,160
496,138,Turmeric Powder 200g,1.11,60
497,138,Garam Masala 100g,1.53,80
498,138,Biryani Masala 100g,1.16,100
499,139,Rajma (Kidney Beans) 1kg,1.98,160
500,139,Turmeric Powder 200g,0.64,60
501,139,Biryani Masala 100g,1.09,100
502,139,Almonds (Badam) 500g,0.68,450
503,140,Turmeric Powder 200g,1.09,60
504,140,Almonds (Badam) 500g,0.45,450
505,140,Cashew Nuts (Kaju) 500g,0.39,550
506,140,Peanuts (Groundnut) 500g,1.72,90
507,141,Turmeric Powder 200g,0.76,60
508,141,Almonds (Badam) 500g,0.41,450
509,141,Cashew Nuts (Kaju) 500g,0.25,550
510,141,Peanuts (Groundnut) 500g,1.08,90
511,142,Almonds (Badam) 500g,0.54,450
512,142,Cashew Nuts (Kaju) 500g,0.2,550
513,142,Peanuts (Groundnut) 500g,2.45,90
514,142,Sunflower Oil 1L,10.96,180
515,143,Cashew Nuts (Kaju) 500g,0.46,550
516,143,Groundnut Oil 1L,1.13,220
517,143,Mustard Oil 1L,1.15,200
518,143,Pure Ghee 1L,1.06,600
519,144,Cashew Nuts (Kaju) 500g,0.54,550
520,144,Groundnut Oil 1L,0.64,220
521,144,Mustard Oil 1L,1.03,200
522,144,Pure Ghee 1L,0.68,600
523,145,Groundnut Oil 1L,0.94,220
524,145,Mustard Oil 1L,0.53,200
525,145,Pure Ghee 1L,0.6,600
526,145,Sugar 1kg,1.63,45
527,146,Groundnut Oil 1L,0.9,220
528,146,Mustard Oil 1L,1.01,200
529,146,Pure Ghee 1L,0.85,600
530,146,Sugar 1kg,2.71,45
531,147,Groundnut Oil 1L,1.35,220
532,147,Mustard Oil 1L,1.2,200
533,147,Sugar 1kg,2.05,45
534,147,Jaggery (Bella/Gud) 1kg,1.64,70
535,148,Groundnut Oil 1L,0.84,220
536,148,Sugar 1kg,1.66,45
537,148,Jaggery (Bella/Gud) 1kg,2.06,70
538,148,Iodized Salt 1kg,2.37,25
539,149,Sugar 1kg,2.37,45
540,149,Jaggery (Bella/Gud) 1kg,2.51,61.43
541,149,Iodized Salt 1kg,2.41,25
542,149,Rock Salt (Sendha Namak) 500g,1.58,40
543,150,Jaggery (Bella/Gud) 1kg,1.62,70
544,150,Iodized Salt 1kg,2.09,25
545,150,Rock Salt (Sendha Namak) 500g,0.87,40
546,151,Jaggery (Bella/Gud) 1kg,2.45,70
547,151,Iodized Salt 1kg,2.32,25
548,152,Jaggery (Bella/Gud) 1kg,0.95,70
549,153,Sona Masoori Rice 5kg,3.22,350
550,153,Basmati Rice 5kg,2.17,550
551,153,Wheat Flour (Atta) 5kg,3.1,250
552,153,Toor Dal 1kg,1.89,140
553,154,Sona Masoori Rice 5kg,2.74,350
554,154,Basmati Rice 5kg,1.78,550
555,154,Wheat Flour (Atta) 5kg,5.34,250
556,154,Toor Dal 1kg,1.79,140
557,155,Sona Masoori Rice 5kg,3.24,350
558,155,Basmati Rice 5kg,1.16,550
559,155,Wheat Flour (Atta) 5kg,4.63,250
560,155,Toor Dal 1kg,1.29,140
561,156,Sona Masoori Rice 5kg,3.01,350
562,156,Basmati Rice 5kg,2.17,550
563,156,Toor Dal 1kg,1.43,140
564,156,Moong Dal 1kg,0.84,130
565,157,Sona Masoori Rice 5kg,2.0,350
566,157,Basmati Rice 5kg,1.95,550
567,157,Toor Dal 1kg,2.1,140
568,157,Moong Dal 1kg,1.38,130
569,158,Sona Masoori Rice 5kg,1.37,350
570,158,Moong Dal 1kg,1.91,130
571,158,Rajma (Kidney Beans) 1kg,7.67,160
572,158,Turmeric Powder 200g,0.91,60
573,159,Moong Dal 1kg,0.82,130
574,159,Turmeric Powder 200g,1.26,60
575,159,Garam Masala 100g,0.84,80
576,159,Biryani Masala 100g,0.72,100
577,160,Moong Dal 1kg,1.72,130
578,160,Turmeric Powder 200g,0.6,60
579,160,Garam Masala 100g,0.85,80
580,160,Biryani Masala 100g,0.32,100
581,161,Turmeric Powder 200g,1.08,60
582,161,Garam Masala 100g,0.94,80
583,161,Biryani Masala 100g,0.59,89.52
584,161,Almonds (Badam) 500g,0.28,450
585,162,Turmeric Powder 200g,1.04,60
586,162,Garam Masala 100g,0.77,80
587,162,Biryani Masala 100g,0.57,100
588,162,Almonds (Badam) 500g,0.34,450
589,163,Turmeric Powder 200g,0.53,60
590,163,Biryani Masala 100g,0.57,100
591,163,Almonds (Badam) 500g,0.3,450
592,163,Cashew Nuts (Kaju) 500g,0.29,550
593,164,Almonds (Badam) 500g,0.35,450
594,164,Cashew Nuts (Kaju) 500g,0.44,550
595,164,Peanuts (Groundnut) 500g,1.02,90
596,164,Sunflower Oil 1L,9.57,180
